City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Lazurne,UA,2020-01-05 14:23:07,46.77,34.99,38.03,85,100,1.86
286,Mildura,AU,2020-01-05 14:23:07,-34.18,142.16,57.2,87,100,9.17
287,Velikiy Ustyug,RU,2020-01-05 14:23:08,60.76,46.3,25.18,97,100,4.36
288,Sarkand,KZ,2020-01-05 14:23:08,45.41,79.91,20.68,53,0,3.87
289,Formosa,BR,2020-01-05 14:23:08,-15.55,-47.33,65.77,97,100,10.38
290,Odate,JP,2020-01-05 14:23:08,40.3,140.55,33.01,86,75,9.17
291,Maramba,ID,2020-01-05 14:23:08,-2.58,120.81,72.77,97,100,3.06
292,Santa Isabel Do Rio Negro,BR,2020-01-05 14:23:09,-0.41,-65.02,93.52,43,4,3.02
293,Denpasar,ID,2020-01-05 14:18:59,-8.65,115.22,84.2,89,40,13.87
294,Salalah,OM,2020-01-05 14:23:09,17.01,54.1,78.8,69,40,10.29
295,Sinnar,IN,2020-01-05 14:23:10,19.85,74.0,66.51,53,0,8.19
296,Rennes,FR,2020-01-05 14:23:10,48.11,-1.68,50.0,66,40,2.24
297,Canutama,BR,2020-01-05 14:23:10,-6.53,-64.38,84.29,77,43,2.86
298,Vastse-Kuuste,EE,2020-01-05 14:23:10,58.17,26.93,32.0,81,94,8.05
